name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
NaOH,NaOH,NaOH,aq,"SSWS97 [S98]",NA,13.Nov.97,-99900,-112300,10.7,-3.2,3.5,2.2338,-2.3287,6.6683,-2.6826,4.0146,-3.6863,-0.03,0
KOH,KOH,KOH,aq,"SSWS97 [S98]",NA,13.Nov.97,-104500,-120200,25.9,-20.5,14.9,3.7938,1.4839,5.1619,-2.8402,-6.124,-7.2104,-0.03,0
RbOH,RbOH,RbOH,aq,"SSWS97 [S98]",NA,13.Nov.97,-105100,-113000,32,-27.5,20.7,4.5875,3.4168,4.4132,-2.9202,-10.2264,-8.6363,-0.03,0
CsOH,CsOH,CsOH,aq,"SSWS97 [S98]",NA,13.Nov.97,-105000,-112300,35.9,-31.9,28.6,5.6685,6.0571,3.374,-3.0293,-12.8052,-9.5325,-0.03,0
BeOH+,BeOH+,BeOH+,aq,"SSWS97 [S98]",NA,13.Nov.97,-139900,-153200,-17.9,29.4,2.1,2.3302,-2.0945,6.5792,-2.6923,30.9714,2.9542,0.8222,1
BeO,BeO,BeO,aq,"SSWS97 [S98]",NA,13.Nov.97,-128600,-144100,-25.1,13.1,1,1.8917,-3.1609,6.9887,-2.6482,13.5675,-0.366,-0.03,0
HBeO2-,HBeO2-,HBeO2-,aq,"SSWS97 [S98]",NA,13.Nov.97,-172200,-206700,-33.3,51.9,3.4,2.9518,-0.5719,5.9708,-2.7553,56.2537,7.5374,2.1351,-1
BeO2-2,BeO2-2,BeO2-2,aq,"SSWS97 [S98]",NA,13.Nov.97,-152900,-189700,-41,-12.7,1.5,3.2657,0.1906,5.6788,-2.7868,34.0366,-5.6215,3.833,-2
MgOH+,MgOH+,MgOH+,aq,"SSWS97 [S98]",NA,13.Nov.97,-149255,-152955,-19.1,30.8,1.9,2.3105,-2.1365,6.5827,-2.6906,32.0008,3.2394,0.8449,1
CaOH+,CaOH+,CaOH+,aq,"SSWS97 [S98]",NA,13.Nov.97,-171300,-179600,6.7,1.4,5.9,2.7243,-1.1303,6.1958,-2.7322,11.1286,-2.7493,0.4496,1
SrOH+,SrOH+,SrOH+,aq,"SSWS97 [S98]",NA,13.Nov.97,-173300,-180000,14.6,-7.6,7.2,2.862,-0.7922,6.0586,-2.7462,4.7576,-4.5826,0.3306,1
BaOH+,BaOH+,BaOH+,aq,"SSWS97 [S98]",NA,13.Nov.97,-172300,-175900,27.5,-22.4,9.2,3.07,-0.2825,5.8541,-2.7672,-5.7064,-7.5974,0.1362,1
SnOH+,SnOH+,SnOH+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-58600,-63800,19.2,-12.9,7.9,2.9337,-0.6181,5.9928,-2.7533,0.9969,-5.6622,0.2595,1
SnO,SnO,SnO,aq,"SSWS97 [S98]",NA,13.Nov.97,-53600,-60100,14.8,-32.4,7.2,2.7401,-1.0905,6.1776,-2.7338,-13.0981,-9.6344,-0.03,0
HSnO2-,HSnO2-,HSnO2-1,aq,"SSWS97 [S98]",NA,13.Nov.97,-97300,-122100,9.4,-45.4,14.1,4.1971,2.4678,4.7779,-2.8809,-6.7372,-12.2825,1.4874,-1
PbOH+,PbOH+,PbOH+,aq,"SSWS97 [S98]",NA,13.Nov.97,-53950,-68900,-10,-20,3.4,2.4669,-1.76,6.4461,-2.7061,0.897,-7.1085,0.7003,1
PbO,PbO,PbO,aq,"SSWS97 [S98]",NA,13.Nov.97,-39350,-44700,22,-42,8.3,2.8906,-0.7236,6.0351,-2.749,-18.7244,-11.5899,-0.03,0
HPbO2-,HPbO2-,HPbO2-1,aq,"SSWS97 [S98]",NA,13.Nov.97,-81000,-104200,18,-70,16.2,4.4403,3.0599,4.5482,-2.9054,-22.36,-17.2935,1.3566,-1
BiOH+2,BiOH+2,BiOH+2,aq,"SSWS97 [S98]",NA,13.Nov.97,-32300,-44800,-19.5,-15,1.8,2.4693,-1.7539,6.4433,-2.7064,9.861,-6.09,1.3552,2
BiO+,BiO+,BiO+,aq,"SSWS97 [S98]",NA,13.Nov.97,-29300,-30300,19.1,-82.6,8,2.9487,-0.5825,5.981,-2.7548,-39.8159,-19.8601,0.2634,1
HBiO2,HBiO2,HBiO2,aq,"SSWS97 [S98]",NA,13.Nov.97,-79300,-86300,54.6,-148.5,25.4,5.2306,4.9892,3.7912,-2.9852,-81.1398,-33.284,-0.03,0
BiO2-,BiO2-,BiO2-,aq,"SSWS97 [S98]",NA,13.Nov.97,-61700,-71600,45.1,-127.4,23,5.2319,4.992,3.7909,-2.9853,-59.7858,-28.9859,0.9456,-1
AlOH+2,AlOH+2,AlOH+2,aq,"SSWS97 [S98]",NA,13.Nov.97,-165475,-183300,-44.2,13.2,-2.2,2.0469,-2.7813,6.8376,-2.6639,29.7923,-0.3457,1.7247,2
AlO+,AlO+,AlO+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-158188,-170900,-27,-30,0.6,2.1705,-2.4811,6.7241,-2.6763,-2.5983,-9.1455,0.957,1
HAlO2,HAlO2(AQ),HAlO2,aq,"SSWS97 [S98]",NA,13.Nov.97,-207700,-227500,5,-50,13,3.5338,0.8485,5.4132,-2.814,-23.4129,-13.2195,-0.03,0
GaOH+2,GaOH+2,GaOH+2,aq,"SSWS97 [S98]",NA,13.Nov.97,-91100,-116700,-67.3,39.5,-5.9,1.6572,-3.7321,7.2107,-2.6246,48.387,5.0115,2.07,2
GaO+,GaO+,GaO+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-86600,-100900,-29.2,-27.5,0.2,2.1299,-2.5806,6.7629,-2.6722,-0.7503,-8.6363,0.9986,1
HGaO2,HGaO2(AQ),HGaO2,aq,"SSWS97 [S98]",NA,13.Nov.97,-137300,-158600,2.9,-30.6,12.4,3.447,0.6328,5.506,-2.8051,-12.1716,-9.2677,-0.0439,0
GaO2-,GaO2-,GaO2-1,aq,"SSWS97 [S98]",NA,13.Nov.97,-128700,-153900,-10,-13.9,9.2,3.6247,1.0721,5.3221,-2.8232,14.3978,-5.8659,1.7777,-1
InOH+2,InOH+2,InOH+2,aq,"SSWS97 [S98]",NA,13.Nov.97,-74600,-94700,-44.7,13.8,-2.3,2.0372,-2.8058,6.8493,-2.6629,30.2531,-0.2234,1.7366,2
InO+,InO+,InO+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-69400,-76900,-2.6,-57.8,4.5,2.5804,-1.4833,6.3385,-2.7176,-22.2654,-14.8084,0.5907,1
HInO2,HInO2,HInO2,aq,"SSWS97 [S98]",NA,13.Nov.97,-119800,-135100,27.2,-86,18.5,4.2864,2.6831,4.6987,-2.8898,-44.5111,-20.5527,-0.03,0
InO2-,InO2-,InO2-1,aq,"SSWS97 [S98]",NA,13.Nov.97,-106700,-125300,15.9,-67.3,15.7,4.3832,2.9224,4.5983,-2.8997,-20.4685,-16.7435,1.3901,-1
TlOH,TlOH,TlOH,aq,"SSWS97 [S98]",NA,13.Nov.97,-65550,-66660,32.5,-28.1,25,5.1759,4.8579,3.8372,-2.9797,-10.5781,-8.7585,-0.03,0
TlOH+2,TlOH+2,TlOH+2,aq,"SSWS97 [S98]",NA,13.Nov.97,-4500,-18800,-23.7,-10.2,1.1,2.3952,-1.9341,6.5118,-2.6989,13.2638,-5.1122,1.4192,2
TlO+,TlO+,TlO+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-3200,-5150,17.7,-81,7.7,2.9144,-0.6673,6.0161,-2.7513,-38.6952,-19.5343,0.2832,1
HTlO2,HTlO2,HTlO2,aq,"SSWS97 [S98]",NA,13.Nov.97,-57600,-65600,53.1,-145.1,25,5.1759,4.8579,3.8372,-2.9797,-79.1473,-32.5914,-0.03,0
TlO2-,TlO2-,TlO2-1,aq,"SSWS97 [S98]",NA,13.Nov.97,-41600,-52500,43.5,-124.1,22.6,5.1854,4.883,3.8238,-2.9808,-57.6278,-28.3137,0.9699,-1
ScOH+2,ScOH+2,ScOH+2,aq,"SSWS97 [S98]",NA,13.Nov.97,-191000,-200700,-15.7,-19.3,-19.1,-0.4111,-8.7778,9.1827,-2.416,6.7806,-6.9659,1.2944,2
ScO+,ScO+,ScO+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-183600,-189800,-3.6,-56.7,-13.6,0.1089,-7.5069,8.6817,-2.4686,-21.4773,-14.5843,0.6063,1
HScO2,HScO2,HScO2,aq,"SSWS97 [S98]",NA,13.Nov.97,-231600,-244300,30.3,-91.9,11.6,3.3422,0.377,5.6066,-2.7945,-47.9689,-21.7545,-0.03,0
ScO2-,ScO2-,ScO2-1,aq,"SSWS97 [S98]",NA,13.Nov.97,-218100,-234100,19.2,-74.1,5.6,2.9831,-0.4979,5.9465,-2.7583,-24.9439,-18.1287,1.3369,-1
VOH+,VOH+,VOH+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-99800,-114100,-16.4,27.7,-26,-1.5223,-11.495,10.2591,-2.3037,29.7729,2.6079,0.8002,1
VOH+2,VOH+2,VOH+2,aq,"SSWS97 [S98]",NA,13.Nov.97,-111500,-119400,-10.6,-25.1,-16.8,-0.1213,-8.0707,8.9058,-2.4453,2.7011,-8.1474,1.2206,2
VO+,VO+,VO+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-106100,-109400,4.9,-66.4,-36.8,-3.1084,-15.3641,11.7711,-2.1437,-28.327,-16.5602,0.4799,1
VOOH+,VOOH+,VOOH+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-155700,-177600,-17.7,29.2,-26.4,-1.5696,-11.6082,10.2984,-2.299,30.8543,2.9134,0.8222,1
CrOH+2,CrOH+2,CrOH+2,aq,"SSWS97 [S98]",NA,13.Nov.97,-100500,-118600,-46.1,15.4,-36.6,-2.6482,-14.2423,11.3347,-2.1901,31.4127,0.1024,1.7607,2
CrO+,CrO+,CrO+,aq,"SSWS97 [S98]",NA,13.Nov.97,-92800,-105000,-26.3,-30.8,-23.8,-1.1728,-10.6385,9.9161,-2.3391,-3.1901,-9.3085,0.9437,1
HCrO2,HCrO2,HCrO2,aq,"SSWS97 [S98]",NA,13.Nov.97,-138100,-157300,6,-37.7,-1.6,1.5359,-4.0259,7.3211,-2.6125,-16.2043,-10.714,-0.03,0
CrO2-,CrO2-,CrO2-,aq,"SSWS97 [S98]",NA,13.Nov.97,-125300,-148300,-6.7,-20.7,-8.4,1.2013,-4.8403,7.635,-2.5788,10.0021,-7.2511,1.7331,-1
MnOH+,MnOH+,MnOH+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-97300,-106800,0.3,8.7,-11.9,0.3213,-6.9901,8.4821,-2.4899,16.2994,-1.2623,0.5464,1
MnO,MnO,MnO,aq,"SSWS97 [S98]",NA,13.Nov.97,-81500,-99100,-2.5,-12.7,-13.1,-0.0376,-7.8656,8.8229,-2.4537,-1.5528,-5.6215,-0.03,0
HMnO2-,HMnO2-,HMnO2-1,aq,"SSWS97 [S98]",NA,13.Nov.97,-121000,-149900,-9.1,-3.3,-9.7,1.0354,-5.248,7.8003,-2.5619,20.5255,-3.7067,1.7685,-1
MnO2-2,MnO2-2,MnO2-2,aq,"SSWS97 [S98]",NA,13.Nov.97,-102600,-133300,-15.2,-71.5,-13,1.1489,-4.9713,7.6937,-2.5734,-4.0375,-17.5991,3.4408,0
FeOH+,FeOH+,FeOH+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-65850,-78080,-10,15,-16.5,-0.2561,-8.4039,9.0457,-2.4315,21.4093,0.0209,0.7003,1
FeO,FeO,FeO,aq,"SSWS97 [S98]",NA,13.Nov.97,-50720,-62950,-10,0,-16.5,-0.5029,-9.0053,9.2791,-2.4066,5.8901,-3.0345,-0.03,0
HFeO2-,HFeO2-,HFeO2-,aq,"SSWS97 [S98]",NA,13.Nov.97,-95400,-125700,-15,22,-12.9,0.6272,-6.244,8.1905,-2.5208,36.1624,1.4468,1.8564,-1
FeOH+2,FeOH+2,FeOH+2,aq,"SSWS97 [S98]",NA,13.Nov.97,-57800,-70000,-25.4,-8.2,-24.9,-1.1562,-10.6009,9.9077,-2.3407,14.6102,-4.7048,1.4382,2
FeO+,FeO+,FeO+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-53100,-61000,-11.1,-48.1,-41.8,-3.7118,-16.8408,12.3595,-2.0827,-15.3982,-12.8325,0.7191,1
HFeO2,HFeO2,HFeO2,aq,"SSWS97 [S98]",NA,13.Nov.97,-101100,-120300,22.2,-74.6,7.2,2.7401,-1.0905,6.1776,-2.7338,-37.83,-18.2305,-0.03,0
FeO2-,FeO2-,FeO2-,aq,"SSWS97 [S98]",NA,13.Nov.97,-88000,-110700,10.6,-56.3,0.9,2.3837,-1.9602,6.5182,-2.6979,-13.3207,-14.5028,1.4662,-1
CoOH+,CoOH+,CoOH+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-56025,-68450,-10,24,-16.5,-0.2561,-8.4039,9.0457,-2.4315,26.6839,1.8542,0.7003,1
CoO,CoO,CoO,aq,"SSWS97 [S98]",NA,13.Nov.97,-44000,-58800,-17.8,4.8,-24.2,-1.5566,-11.5736,10.2791,-2.3004,8.7031,-2.0567,-0.03,0
HCoO2-,HCoO2-,HCoO2-,aq,"SSWS97 [S98]",NA,13.Nov.97,-83400,-117100,-25.5,34.1,-18.6,-0.0971,-8.0155,8.8926,-2.4475,44.7712,3.9116,2.0211,-1
CoO2-2,CoO2-2,CoO2-2,aq,"SSWS97 [S98]",NA,13.Nov.97,-63200,-99000,-32.7,-31.6,-22.5,-0.059,-7.9219,8.854,-2.4514,21.8518,-9.4714,3.7128,-2
CoOH+2,CoOH+2,CoOH+2,aq,"SSWS97 [S98]",NA,13.Nov.97,-23000,-36100,-27.8,-5.5,-24.5,-1.0884,-10.4353,9.8425,-2.3475,16.5492,-4.1549,1.4769,2
NiOH+,NiOH+,NiOH+,aq,"SSWS97 [S98]",NA,13.Nov.97,-52850,-67650,-18,31,-20.1,-0.7075,-9.5051,9.476,-2.386,31.9091,3.2801,0.8222,1
NiO,NiO,NiO,aq,"SSWS97 [S98]",NA,13.Nov.97,-39340,-56230,25,10,-23.3,-1.4334,-11.2786,10.1751,-2.3126,11.7507,-0.9975,-0.03,0
HNiO2-,HNiO2-,HNiO2-1,aq,"SSWS97 [S98]",NA,13.Nov.97,-81980,-118760,-36,48,-24.2,-0.8143,-9.7619,9.5688,-2.3753,54.2564,6.743,2.1664,-1
NiO2-2,NiO2-2,NiO2-2,aq,"SSWS97 [S98]",NA,13.Nov.97,-64200,-101800,-38.9,-17.5,-25.8,-0.4814,-8.9493,9.2495,-2.4089,30.9114,-6.5993,3.7992,-2
CuOH+,CuOH+,CuOH+1,aq,"SSWS97 [S98]",NA,13.Nov.97,-30200,-41700,-6.1,16,-14.7,-0.0277,-7.8416,8.8142,-2.4547,21.5062,0.2246,0.6472,1
CuO,CuO,CuO,aq,"SSWS97 [S98]",NA,13.Nov.97,-20800,-34200,-12.4,-1.4,-17.6,-0.3937,-8.736,9.1675,-2.4178,12.149,-3.3197,0.7384,0
HCuO2-,HCuO2-,HCuO2-1,aq,"SSWS97 [S98]",NA,13.Nov.97,-60100,-86300,0.3,-24.7,-4.6,1.3202,-4.5527,7.5282,-2.5907,-3.2749,-8.0659,0.5464,-1
CuO2-2,CuO2-2,CuO2-2,aq,"SSWS97 [S98]",NA,13.Nov.97,-41200,-74400,-23.1,-53.5,-17.3,0.6024,-6.3038,8.2129,-2.5183,7.6532,-13.9325,3.5647,-2
ZnOH+,ZnOH+,ZnOH+1,aq,"SSWS97 [S98]",NA,14.Nov.97,-81190,-86990,15,10,-5.3,1.1499,-4.9677,7.6896,-2.5735,15.0306,-0.9975,0.326,1
ZnO,ZnO,ZnO,aq,"SSWS97 [S98]",NA,14.Nov.97,-67420,-78290,-2,-10,-21.9,-1.2418,-10.8072,9.9819,-2.3321,0.0295,-5.0715,-0.03,0
HZnO2-,HZnO2-,HZnO2-1,aq,"SSWS97 [S98]",NA,14.Nov.97,-110720,-142370,-16,20,-13.4,0.5623,-6.4047,8.2588,-2.5141,35.0874,1.0394,1.8669,-1
ZnO2-2,ZnO2-2,ZnO2-2,aq,"SSWS97 [S98]",NA,14.Nov.97,-93290,-132100,-40,-15,-26.4,-0.5559,-9.1347,9.3301,-2.4013,32.5837,-6.09,3.8216,-2
YOH+2,YOH+2,YOH+2,aq,"SSWS97 [S98]",NA,14.Nov.97,-210000,-220900,-17.2,-17.6,2.1,2.4985,-1.6806,6.4099,-2.7094,8.0136,-6.6196,1.3201,2
YO+,YO+,YO+1,aq,"SSWS97 [S98]",NA,14.Nov.97,-198100,-204600,-2.2,-58.3,4.5,2.5778,-1.489,6.3393,-2.7173,-22.6289,-14.9102,0.5831,1
HYO2,HYO2,HYO2,aq,"SSWS97 [S98]",NA,14.Nov.97,-241700,-254600,31.8,-96.5,19.7,4.4506,3.0828,4.5443,-2.9063,-50.6646,-22.6916,-0.03,0
YO2-,YO2-,YO2-,aq,"SSWS97 [S98]",NA,14.Nov.97,-227400,-243600,20.8,-77.3,16.9,4.5219,3.2579,4.4729,-2.9136,-27.0256,-18.7805,1.3145,-1
ZrOH+3,ZrOH+3,ZrOH+3,aq,"SSWS97 [S98]",NA,14.Nov.97,-190400,-212500,-71.6,44.4,-12.7,0.9279,-5.5093,7.9015,-2.5511,56.7436,6.0097,2.6654,3
ZrO+2,ZrO+2,ZrO+2,aq,"SSWS97 [S98]",NA,14.Nov.97,-187600,-204300,-53.4,0.1,-3.6,1.9014,-3.1364,6.9769,-2.6492,23.3712,-3.0141,1.8611,2
HZrO2+,HZrO2+,HZrO2+,aq,"SSWS97 [S98]",NA,14.Nov.97,-239700,-265300,-49.7,89.3,-0.7,2.1106,-2.6299,6.7878,-2.6702,70.5343,15.1558,1.306,1
ZrO2,ZrO2,ZrO2,aq,"SSWS97 [S98]",NA,14.Nov.97,-233400,-263800,-43.7,55.5,0.8,1.8643,-3.2264,7.0119,-2.6455,38.4166,8.2708,-0.03,0
HZrO3-,HZrO3-,HZrO3-,aq,"SSWS97 [S98]",NA,14.Nov.97,-281500,-333300,-32.7,50.6,7.9,3.5625,0.9168,5.3901,-2.8168,55.3517,7.2726,2.1199,-1
AgOH,AgOH,AgOH,aq,"SSWS97 [S98]",NA,14.Nov.97,-21900,-31800,17.2,-10.6,3.9,2.2885,-2.1912,6.6063,-2.6883,-0.3221,-5.1937,-0.03,0
AgO-,AgO-,AgO-1,aq,"SSWS97 [S98]",NA,14.Nov.97,-5500,-16300,13.9,-31.3,-5.7,1.464,-4.1994,7.3839,-2.6053,0.8786,-9.4103,1.4171,-1
CdOH+,CdOH+,CdOH+1,aq,"SSWS97 [S98]",NA,14.Nov.97,-61500,-73400,-2.9,12.3,-13.3,0.1473,-7.4141,8.6471,-2.4724,18.8886,-0.529,0.5985,1
CdO,CdO,CdO,aq,"SSWS97 [S98]",NA,14.Nov.97,-47500,-59750,-4.2,-10.7,-13.9,-0.1471,-8.1341,8.9312,-2.4426,-0.3806,-5.2141,-0.03,0
HCdO2-,HCdO2-,HCdO2-1,aq,"SSWS97 [S98]",NA,14.Nov.97,-86500,-117400,-10.9,0.9,-10.7,0.908,-5.557,7.9176,-2.5492,23.2446,-2.8512,1.7965,-1
CdO2-2,CdO2-2,CdO2-2,aq,"SSWS97 [S98]",NA,14.Nov.97,-67300,-101000,-20.3,-59.9,-15.8,0.7922,-5.8401,8.0303,-2.5375,3.481,-15.2361,3.519,-2
HfOH+3,HfOH+3,HfOH+3,aq,"SSWS97 [S98]",NA,14.Nov.97,-189000,-211800,-72.8,45.8,-12.9,0.9047,-5.567,7.9267,-2.5488,57.6774,6.2949,2.6777,3
HfO+2,HfO+2,HfO+2,aq,"SSWS97 [S98]",NA,14.Nov.97,-186000,-200900,-46.2,-8.1,-2.5,2.0179,-2.8551,6.8743,-2.6609,17.6401,-4.6845,1.7607,2
HHfO2+,HHfO2+,HHfO2+1,aq,"SSWS97 [S98]",NA,14.Nov.97,-237800,-264200,-51,92.3,-1.1,2.0629,-2.7421,6.8221,-2.6655,72.4834,15.7669,1.3268,1
HfO2,HfO2,HfO2,aq,"SSWS97 [S98]",NA,14.Nov.97,-231400,-262600,-45.1,58.4,0.4,1.8096,-3.3639,7.0739,-2.6398,40.1163,8.8615,-0.03,0
HHfO3-,HHfO3-,HHfO3-1,aq,"SSWS97 [S98]",NA,14.Nov.97,-279200,-331800,-34.3,54.2,7.3,3.4908,0.7427,5.4561,-2.8096,57.7445,8.0059,2.1506,-1
HgOH+,HgOH+,HgOH+1,aq,"SSWS97 [S98]",NA,14.Nov.97,-12700,-20400,16.7,46.5,-4.5,1.2505,-4.7196,7.5872,-2.5838,36.1808,6.4374,0.2998,1
HgO,HgO,HgO,aq,"SSWS97 [S98]",NA,14.Nov.97,-8900,-19200,8.2,-24.8,-8.3,0.6191,-6.2664,8.2051,-2.5198,-8.644,-8.0863,-0.03,0
HHgO2-,HHgO2-,HHgO2-1,aq,"SSWS97 [S98]",NA,14.Nov.97,-45200,-73800,2.3,-29.2,-3.6,1.8118,-3.3572,7.0689,-2.6401,3.7588,-8.9825,1.5962,-1
Ru+2,Ru+2,Ru+2,aq,"SS98a [S98]",NA,9.Apr.92,35900,35250,-26.6,-8.6,-24.5,-1.0908,-10.4415,9.8445,-2.3472,14.5527,-4.7863,1.4574,2
Ru+3,Ru+3,Ru+3,aq,"SS98a [S98]",NA,9.Apr.92,41440,32270,-70.8,-22.7,-39.4,-2.7297,-14.4406,11.4109,-2.1819,17.2884,-7.6646,2.6532,3
Rh+2,Rh+2,Rh+2,aq,"SS98a [S98]",NA,14.Apr.92,27700,26400,-28.1,-9.4,-25.9,-1.2799,-10.9008,10.0202,-2.3283,14.2693,-4.9472,1.4769,2
Rh+3,Rh+3,Rh+3,aq,"SSWS97 [S98]","SS98a [S98]",07.Nov.97,52450,42830,-71.6,-30.2,-43.5,-3.2866,-15.802,11.9492,-2.1256,13.0231,-9.1862,2.6654,3
Pd+2,Pd+2,Pd+2,aq,"SS98a [S98]",NA,9.Apr.92,42200,42540,-21.1,-5.7,-19.4,-0.3631,-8.6602,9.1359,-2.4209,17.1907,-4.1915,1.5579,2
Pt+2,Pt+2,Pt+2,aq,"SS98a [S98]",NA,9.Apr.92,61600,60900,-23.6,-7,-21.7,-0.6648,-9.3985,9.4293,-2.3904,16.8028,-4.4624,1.6005,2
RuCl+,RuCl+,RuCl+,aq,"SS98a [S98]",NA,14.Jul.94,5210,-3320,-10.8,14.5,-0.6,1.9308,-3.0699,6.9624,-2.652,21.2945,-0.0789,0.7191,1
RuCl2,RuCl2,RuCl2,aq,"SS98a [S98]",NA,14.Jul.94,-25060,-44400,-4.8,25.1,26.1,5.327,5.2234,3.7011,-2.9948,20.5817,2.0717,-0.03,0
RuCl3-,RuCl3-,RuCl3-,aq,"SS98a [S98]",NA,13.Apr.95,-54380,-87830,-9.9,23.1,55.8,10.004,16.6444,-0.7897,-3.467,36.0681,1.6659,1.7777,-1
RuCl4-2,RuCl4-2,RuCl4-2,aq,"SS98a [S98]",NA,14.Jul.94,-83900,-135800,-29.4,8.5,88.9,15.171,29.259,-5.7435,-3.9885,44.8996,-1.2964,3.6615,-2
RuSO4,Ru(SO4),Ru(SO4),aq,"SS98a [S98]",NA,30.Mar.95,-145200,-180800,-6.9,-23,-0.49,1.6881,-3.6571,7.1816,-2.6277,-7.5775,-7.7155,-0.03,0
Ru(SO4)2-2,Ru(SO4)2-2,Ru(SO4)2-2,aq,"SS98a [S98]",NA,30.Mar.95,-325400,-395900,12.9,-37.4,23.5,6.0041,6.8814,3.0404,-3.0634,12.0868,-10.6447,3.0192,-2
Ru(SO4)3-4,Ru(SO4)3-4,Ru(SO4)3-4,aq,"SS98a [S98]",NA,30.Mar.95,-504800,-610200,32.7,-51.7,47.5,10.2946,17.3557,-1.0726,-3.4964,31.0613,-13.5739,5.9936,-4
RuOH+,Ru(OH)+,Ru(OH)+,aq,"SS98a [S98]",NA,12.Jul.95,-10470,-26310,-10.6,21.1,-16.8,-0.294,-8.4918,9.07,-2.4278,25.0701,1.2635,0.7096,1
RuO,RuO,RuO,aq,"SS98a [S98]",NA,13.Apr.95,230,-14260,-17.3,4.2,-19.8,-0.9545,-10.1059,9.7076,-2.3611,8.3516,-2.179,-0.03,0
RuCl+2,RuCl+2,RuCl+2,aq,"SS98a [S98]",NA,25.Jul.94,7100,-7900,-48.1,28.1,-17.2,0.0193,-7.7277,8.773,-2.4594,39.0719,2.6862,1.7851,2
RuCl2+,RuCl2+,RuCl2+,aq,"SS98a [S98]",NA,14.Jul.94,-26440,-50940,-37.7,53.8,7.6,3.185,-0.0035,5.7492,-2.7788,48.0114,7.9181,1.1216,1
RuCl3,RuCl3,RuCl3,aq,"SS98a [S98]",NA,13.Apr.95,-58560,-96380,-40.2,54.4,35.2,6.5729,8.2678,2.4997,-3.1207,37.745,8.0372,-0.03,0
RuCl4-,RuCl4-,RuCl4-,aq,"SS98a [S98]",NA,13.Apr.95,-89730,-145570,-58.4,29.8,66,11.6414,20.6412,-2.3578,-3.6322,46.8262,3.0435,2.5152,-1
RuCl5-2,RuCl5-2,RuCl5-2,aq,"SS98a [S98]",NA,10.Apr.92,-120700,-206955,-118.08,23.3,95.3,16.5035,32.5134,-7.0243,-4.123,65.9216,1.7014,5.007,-2
RuCl6-3,RuCl6-3,RuCl6-3,aq,"SS98a [S98]",NA,10.Apr.92,-151540,-270805,-186.57,-42.9,135,22.814,47.9227,-13.0823,-4.76,51.4456,-11.7651,7.6413,-3
RuSO4+,Ru(SO4)+,Ru(SO4)+,aq,"SS98a [S98]",NA,30.Mar.95,-139200,-178300,-34.3,-43.1,-12.98,0.3617,-6.89,8.4395,-2.4941,-9.1937,-11.8099,1.0732,4
Ru(SO4)2-,Ru(SO4)2-,Ru(SO4)2-,aq,"SS98a [S98]",NA,30.Mar.95,-317900,-386900,2.2,-57.5,13.6,4.1644,2.385,4.8162,-2.8775,-12.8031,-14.7391,1.5962,-1
Ru(SO4)3-3,Ru(SO4)3-3,Ru(SO4)3-3,aq,"SS98a [S98]",NA,30.Mar.95,-495200,-594200,38.7,-71.8,40.1,8.6782,13.4099,0.4753,-3.3333,2.9774,-17.6683,4.2239,-3
RuOH+2,Ru(OH)+2,Ru(OH)+2,aq,"SS98a [S98]",NA,12.Jul.95,-12190,-25620,-31.5,-1.3,-0.1,2.2708,-2.2384,6.6335,-2.6864,19.5665,-3.2993,1.5372,2
RuO+,RuO+,RuO+,aq,"SS98a [S98]",NA,25.Jul.94,-10450,-23050,-17.5,-40.9,2.1,2.3302,-2.0945,6.5792,-2.6923,-10.2289,-11.3658,0.8222,1
RhCl+,RhCl+,RhCl+,aq,"SS98a [S98]",NA,14.Apr.95,-3380,-12670,-12.7,12.7,-2.1,1.7239,-3.5699,7.1476,-2.6313,20.4179,-0.4456,0.7384,1
RhCl2,RhCl2,RhCl2,aq,"SS98a [S98]",NA,14.Jul.94,-33970,-54250,-7.3,21.6,24.4,5.0891,4.6423,3.9309,-2.9708,18.5235,1.3563,-0.03,0
RhCl3-,RhCl3-,RhCl3-,aq,"SS98a [S98]",NA,14.Jul.94,-63530,-98200,-13.3,17.1,53.9,9.7552,16.0358,-0.5477,-3.4418,33.0316,0.4568,1.8257,-1
RhCl4-2,RhCl4-2,RhCl4-2,aq,"SS98a [S98]",NA,14.Apr.95,-93250,-146780,-34.3,-0.54,86.77,14.9002,28.6019,-5.4941,-3.9613,40.2495,-3.1444,3.7338,-2
RhSO4,Rh(SO4),Rh(SO4),aq,"SS98a [S98]",NA,30.Mar.95,-153500,-189800,-8.5,-23.8,-1.7,1.5195,-4.064,7.3315,-2.6109,-8.0406,-7.8764,-0.03,0
